ID,Passenger_ID,Route ID,Class
7844,581,1393,Economy
7845,1615,1769,Economy
7846,428,1005,Business
7847,940,1685,First
7848,1917,983,Economy
7849,1077,739,Economy
7850,63,1380,Economy
7851,321,471,Economy
7852,897,1171,Business
7853,462,1073,Economy
7854,748,483,First
7855,847,1767,Economy
7856,279,1535,Economy
7857,1992,383,Economy
7858,1485,1818,Economy
7859,841,1532,Economy
7860,499,1661,Economy
7861,1246,1629,First
7862,1644,1444,Economy
7863,1049,1540,Economy
7864,1313,245,Economy
7865,1307,1562,Economy
7866,1629,1177,Economy
7867,791,158,Economy
7868,615,1637,Economy
7869,662,1254,Economy
7870,1522,1030,Economy
7871,727,876,Economy
7872,1331,1101,Economy
7873,1129,967,Economy
7874,1890,1835,Economy
7875,1822,191,Economy
7876,1469,1387,Business
7877,1154,922,Business
7878,1829,135,Economy
7879,1000,610,Economy
7880,69,1115,Economy
7881,444,1892,Economy
7882,1529,1616,Economy
7883,1267,1204,Economy
7884,37,1105,Economy
7885,1721,78,Economy
7886,981,180,Economy
7887,919,1406,Economy
7888,972,1323,First
7889,1384,1134,Economy
7890,804,947,Economy
7891,1090,261,Economy
7892,1115,1928,Economy
7893,415,1539,Business
7894,874,59,Economy
7895,739,1198,Economy
7896,804,1654,First
7897,1773,1815,Economy
7898,1924,502,Economy
7899,423,75,Economy
7900,1553,74,Economy
7901,1966,333,Economy
7902,1687,1518,Economy
7903,1598,1148,Economy
7904,1462,922,Business
7905,465,648,Economy
7906,1072,903,Economy
7907,303,1941,Economy
7908,1206,1827,Business
7909,806,814,Economy
7910,1892,1829,Economy
7911,650,1220,Economy
7912,397,267,Economy
7913,1156,1465,Economy
7914,1774,1307,Economy
7915,1333,1114,Economy
7916,1025,1699,Economy
7917,186,388,Economy
7918,670,1266,Economy
7919,1458,1603,Economy
7920,338,1291,Economy
7921,612,1184,Economy
7922,491,1801,Economy
7923,831,830,Economy
7924,574,294,Economy
7925,1357,1584,Economy
7926,1481,1977,Economy
7927,854,947,Business
7928,1624,754,Economy
7929,1052,510,Economy
7930,1983,559,Business
7931,453,1314,Economy
7932,727,1464,Business
7933,878,56,Economy
7934,648,55,Economy
7935,1122,1905,Economy
7936,862,1562,Business
7937,586,38,First
7938,757,86,Business
7939,991,222,Economy
7940,130,682,Economy
7941,1282,1001,First
7942,1217,1179,Economy
7943,996,162,Economy
7944,1425,191,Economy
7945,538,148,Economy
7946,246,1811,Economy
7947,730,93,Business
7948,1079,824,Economy
7949,446,610,Economy
7950,253,919,Business
7951,309,280,Economy
7952,1844,822,Economy
7953,1207,1284,Economy
7954,207,1939,Economy
7955,1968,1662,Economy
7956,1417,586,Economy
7957,1891,524,Economy
7958,603,830,Economy
7959,50,1400,Economy
7960,58,554,Economy
7961,1156,1364,Economy
7962,1279,1827,Economy
7963,1688,1596,Business
7964,229,91,Economy
7965,382,1749,Economy
7966,811,675,Economy
7967,1879,221,Economy
7968,1216,780,Economy
7969,1421,1683,Economy
7970,627,209,First
7971,1574,1096,Business
7972,460,1857,Economy
7973,1100,347,First
7974,98,1543,Business
7975,1013,184,Economy
7976,1201,552,First
7977,648,1449,First
7978,1716,1725,Business
7979,1401,1404,Economy
7980,425,544,Economy
7981,1953,1001,First
7982,545,1540,Economy
7983,367,430,Economy
7984,1729,1167,Economy
7985,1456,415,Economy
7986,1330,764,First
7987,406,767,Economy
7988,1361,1467,Economy
7989,390,697,Business
7990,69,1446,Economy
7991,1570,1610,Economy
7992,1126,105,Economy
7993,507,1686,Economy
7994,1234,118,Economy
7995,1723,734,Economy
7996,310,1782,Business
7997,143,215,Business
7998,1436,199,Economy
7999,254,767,Economy
8000,267,403,Economy
8001,1337,988,Economy
8002,296,1897,First
8003,436,263,Economy
8004,752,1336,Economy
8005,742,957,Economy
8006,1405,240,Economy
8007,1562,1810,Economy
8008,621,1656,Economy
8009,1985,366,Economy
8010,835,1354,Economy
8011,1267,292,Business
8012,556,549,Economy
8013,512,734,Business
8014,323,1901,Economy
8015,1405,1152,Economy
8016,1229,1542,Economy
8017,1621,354,Economy
8018,1519,1466,Economy
8019,82,949,Economy
8020,264,1996,Economy
8021,1060,489,Economy
8022,1366,1163,Economy
8023,244,341,Economy
8024,633,432,Economy
8025,824,1723,Economy
8026,1248,1338,Economy
8027,214,1340,Economy
8028,1001,963,Economy
8029,1662,875,Economy
8030,1440,580,Economy
8031,729,1692,Economy
8032,346,9,Business
8033,975,1724,Economy
8034,1775,822,Business
8035,855,5,Economy
8036,1852,1273,First
8037,1539,146,Economy
8038,1624,1579,Economy
8039,570,740,Economy
8040,1167,1577,Economy
8041,687,562,Business
8042,1324,202,Economy
8043,570,622,Economy
8044,367,1777,Economy
8045,1927,957,First
8046,1820,1649,Economy
8047,1098,1746,Economy
8048,1229,1271,Economy
8049,1117,1616,Economy
8050,186,396,Economy
8051,46,865,Economy
8052,671,95,Economy
8053,206,600,Economy
8054,1022,1966,Economy
8055,1609,480,Economy
8056,761,1280,Economy
8057,1262,1973,Economy
8058,284,1673,Economy
8059,459,1268,Economy
8060,175,54,Business
8061,1963,342,Economy
8062,850,53,Economy
8063,1365,83,Economy
8064,97,823,Economy
8065,1087,436,Economy
8066,1361,1587,First
8067,1334,1712,Economy
8068,555,789,Economy
8069,1652,651,Economy
8070,993,807,Economy
8071,977,86,Economy
8072,462,1925,Economy
8073,1496,1886,Economy
8074,1247,1646,Economy
8075,1132,190,Economy
8076,1089,711,Economy
8077,1939,190,Economy
8078,1751,1598,Economy
8079,202,1072,Economy
8080,643,1244,Economy
8081,316,553,Economy
8082,178,1675,Economy
8083,628,1680,Economy
8084,1415,1812,Business
8085,878,1191,Economy
8086,1448,140,Economy
8087,1179,1868,Economy
8088,206,105,Economy
8089,1142,1991,Economy
8090,1626,66,Economy
8091,79,35,Economy
8092,1279,1744,Economy
8093,910,1619,First
8094,1189,1869,Economy
8095,266,1088,Economy
8096,40,1324,Economy
8097,1185,498,First
8098,1035,1594,Economy
8099,1311,1231,Economy
8100,1750,904,Economy
8101,385,1262,Economy
8102,870,1111,Economy
8103,311,797,Business
8104,1270,484,Economy
8105,1585,681,Economy
8106,1830,645,Economy
8107,632,195,Business
8108,399,128,Economy
8109,3,206,Economy
8110,489,114,Economy
8111,1408,306,Economy
8112,1404,1847,Economy
8113,639,1991,Economy
8114,454,742,Economy
8115,778,1270,Economy
8116,1444,1165,Economy
8117,948,24,Economy
8118,482,328,Economy
8119,678,1055,Economy
8120,1319,402,Economy
8121,1273,421,First
8122,1442,1299,Economy
8123,464,1266,Business
8124,904,1107,Economy
8125,500,490,Economy
8126,316,544,Economy
8127,659,1048,Economy
8128,926,397,Economy
8129,200,487,Economy
8130,1876,145,Business
8131,354,870,Economy
8132,1206,1754,Economy
8133,1345,503,Economy
8134,168,1382,First
8135,1859,1323,First
8136,1466,967,Economy
8137,1634,184,Business
8138,10,929,Economy
8139,1083,892,Economy
8140,712,131,Economy
8141,69,1017,Economy
8142,702,71,Economy
8143,1873,1902,Economy
8144,1178,1275,Economy
8145,1625,136,Economy
8146,1363,404,Economy
8147,949,384,Business
8148,744,575,Economy
8149,860,1173,Economy
8150,691,109,Economy
8151,1457,488,Economy
8152,840,1576,Economy
8153,1835,1491,Economy
8154,1474,36,Economy
8155,1508,892,Economy
8156,776,1860,First
8157,1296,491,Economy
8158,1437,108,Economy
8159,1504,1343,Economy
8160,736,1150,Economy
8161,1721,1376,Economy
8162,1913,932,Business
8163,19,58,Economy
8164,737,589,Business
8165,153,1484,Economy
8166,338,1315,Economy
8167,933,974,Economy
8168,988,1986,Economy
8169,1341,74,Economy
8170,701,599,First
8171,231,981,Economy
8172,408,1443,Economy
8173,1186,536,Economy
8174,776,1677,Economy
8175,1394,1824,Economy
8176,1117,1547,Economy
8177,874,1780,Economy
8178,681,1616,Economy
8179,1321,305,Economy
8180,613,1912,Economy
8181,641,570,Economy
8182,298,552,Economy
8183,628,145,Economy
8184,645,535,Economy
8185,1883,1118,Economy
8186,1459,1832,First
8187,150,1342,Economy
8188,198,27,Economy
8189,808,710,Economy
8190,1591,788,Economy
8191,87,816,Economy
8192,1714,1103,Business
8193,311,31,Economy
8194,990,563,Economy
8195,135,1576,Economy
8196,189,1230,Economy
8197,308,1765,Economy
8198,75,1753,Economy
8199,763,1896,Business
8200,68,36,Economy
8201,1248,1299,Economy
8202,1803,1766,Business
8203,7,1383,Economy
8204,516,191,Economy
8205,874,1508,Economy
8206,1347,1803,Business
8207,1126,1994,Economy
8208,1744,1376,Economy
8209,1707,202,Economy
8210,1782,639,Economy
8211,549,507,First
8212,106,1536,Economy
8213,817,758,Economy
8214,1043,1842,First
8215,384,1380,Economy
8216,1011,1318,Economy
8217,222,568,First
8218,1868,1423,Economy
8219,1617,1053,Economy
8220,126,1449,Economy
8221,1251,312,Economy
8222,1937,722,Economy
8223,998,1621,First
8224,536,1028,Business
8225,24,185,Economy
8226,1066,1793,Economy
8227,1088,739,Economy
8228,685,271,Economy
8229,1213,377,Economy
8230,781,821,First
8231,139,165,Economy
8232,1475,336,Economy
8233,751,893,First
8234,268,597,Economy
8235,1329,417,Economy
8236,1460,1641,Economy
8237,324,1143,Economy
8238,927,1102,Business
8239,1831,349,Economy
8240,161,1739,Economy
8241,1628,1849,Economy
8242,95,1326,Economy
8243,839,1896,Economy
8244,575,1177,Economy
8245,1665,1449,First
8246,1867,44,Economy
8247,1227,1917,Economy
8248,1133,1061,Business
8249,28,1274,First
8250,1152,1688,Business
8251,1588,1268,First
8252,1721,631,Business
8253,1778,1981,Economy
8254,368,1680,Business
8255,118,171,Economy
8256,1320,832,First
8257,293,591,Economy
8258,513,1242,Economy
8259,447,283,First
8260,476,207,Economy
8261,1630,145,Economy
8262,51,1877,Economy
8263,207,1397,First
8264,495,629,Economy
8265,1329,640,Economy
8266,301,1884,Business
8267,520,1576,Economy
8268,141,174,Economy
8269,1550,19,Economy
8270,1014,618,Economy
8271,1625,1304,Business
8272,1568,728,Economy
8273,1025,158,Economy
8274,1725,898,Economy
8275,209,1033,Business
8276,1960,1189,First
8277,528,1469,Economy
8278,159,1638,Economy
8279,176,341,Business
8280,670,1647,Economy
8281,796,336,Economy
8282,291,1338,Business
8283,1898,7,Economy
8284,412,61,Economy
8285,1633,1842,Economy
8286,374,1784,Economy
8287,641,153,Economy
8288,1353,646,Economy
8289,1032,1744,Economy
8290,996,1863,Economy
8291,1636,1244,Business
8292,811,1516,Economy
8293,1623,1216,Economy
8294,417,1074,Economy
8295,1559,673,Economy
8296,1363,690,First
8297,1872,1528,Economy
8298,1875,367,Business
8299,289,323,Economy
8300,304,759,Business
8301,796,628,Economy
8302,844,1100,Economy
8303,1463,82,Economy
8304,590,731,Economy
8305,527,352,First
8306,1360,1438,Economy
8307,1986,319,Economy
8308,1331,1625,Economy
8309,1881,1718,Economy
8310,5,1339,Economy
8311,413,374,Economy
8312,803,1754,Economy
8313,1015,233,Economy
8314,1372,410,Economy
8315,366,249,Economy
8316,1019,396,Economy
8317,1363,470,Business
8318,849,1439,Economy
8319,362,1935,Economy
8320,1177,1028,Business
8321,1347,583,Economy
8322,1725,1974,Economy
8323,1656,1650,Economy
8324,1472,1362,Economy
8325,648,841,Economy
8326,1496,1237,Economy
8327,985,460,Economy
8328,1833,390,Business
8329,1810,981,Economy
8330,329,1341,Economy
8331,1846,428,Economy
8332,1130,1112,Economy
8333,965,1522,Economy
8334,1687,1205,Economy
8335,217,1876,Economy
8336,1026,663,Economy
8337,461,26,Economy
8338,981,1228,Business
8339,1922,10,Economy
8340,506,714,Economy
8341,379,169,Economy
8342,1086,912,Economy
8343,1953,130,Business
8344,1106,467,Economy
8345,1783,648,Economy
8346,1856,873,Economy
8347,461,1938,Economy
8348,739,1447,Economy
8349,1694,800,Economy
8350,1885,1750,Economy
8351,398,468,Economy
8352,677,1889,Economy
8353,334,609,Economy
8354,1734,86,Economy
8355,1772,1217,First
8356,11,1597,Economy
8357,1280,354,Economy
8358,1624,1599,Economy
8359,1757,413,Economy
8360,6,601,Business
8361,1498,615,Economy
8362,541,646,Economy
8363,807,1259,Business
8364,1571,1308,Economy
8365,897,893,First
8366,1227,1798,Business
8367,1360,1694,First
8368,440,223,Economy
8369,317,1699,Economy
8370,296,1506,Economy
8371,431,1898,Economy
8372,672,1097,Economy
8373,1387,446,Economy
8374,712,366,Economy
8375,933,301,Economy
8376,874,883,Economy
8377,1541,761,Business
8378,1911,911,Economy
8379,1808,1578,Economy
8380,1147,1114,Economy
8381,46,631,Economy
8382,1563,1729,Business
8383,650,1155,Economy
8384,577,660,Economy
8385,1052,1210,Economy
8386,42,1057,Business
8387,1215,1241,Economy
8388,1947,731,Economy
8389,612,1793,Economy
8390,1442,378,Economy
8391,1062,1244,Economy
8392,816,463,Economy
8393,1317,207,Business
8394,1171,281,Economy
8395,1096,1031,Economy
8396,49,1950,Business
8397,818,60,First
8398,1330,976,Economy
8399,1039,1193,Economy
8400,569,171,Economy
8401,379,1184,Economy
8402,725,892,Business
8403,1304,329,Economy
8404,1808,644,Economy
8405,979,371,Economy
8406,602,1483,Economy
8407,369,74,Business
8408,819,244,Economy
8409,435,1987,Economy
8410,1918,1859,Economy
8411,59,971,Economy
8412,39,561,Economy
8413,1094,1245,First
8414,1051,805,Economy
8415,88,1459,Economy
8416,288,1105,Economy
8417,875,916,Economy
8418,463,1257,Economy
8419,117,1414,Economy
8420,942,38,Economy
8421,1439,1685,Economy
8422,1733,1105,Economy
8423,1215,1818,First
8424,1690,1112,Economy
8425,395,241,Business
8426,589,709,Economy
8427,220,171,Economy
8428,457,578,Economy
8429,105,1122,Economy
8430,982,213,Business
8431,1399,564,Economy
8432,912,1451,Business
8433,1346,257,Economy
8434,884,846,Business
8435,104,152,Business
8436,1499,24,Economy
8437,1775,496,Economy
8438,1877,366,Economy
8439,1159,732,Economy
8440,1413,181,Business
8441,284,1749,Economy
8442,973,1973,Economy
8443,186,1810,Economy
8444,1640,1683,First
8445,1649,368,Economy
8446,899,412,Economy
8447,542,1827,Economy
8448,326,110,Economy
8449,1494,48,Economy
8450,1958,1300,Economy
8451,1531,159,Economy
8452,1339,942,Economy
8453,1257,1649,Economy
8454,294,332,Economy
8455,880,90,Business
8456,130,252,Economy
8457,509,755,Economy
8458,1687,1697,Economy
8459,1828,5,Economy
8460,913,1212,Economy
8461,254,224,Economy
8462,111,1816,Economy
8463,1344,184,Economy
8464,1061,1274,Business
8465,1008,938,Economy
8466,1273,1692,Economy
8467,618,581,Economy
8468,118,1159,Economy
8469,1759,554,Economy
8470,619,70,Economy
8471,1948,172,Economy
8472,1765,1939,Economy
8473,1388,599,Economy
8474,1925,1160,Economy
8475,1763,91,Economy
8476,1020,684,Economy
8477,673,158,Business
8478,1878,1145,Economy
8479,1924,779,Economy
8480,1785,1822,Business
8481,350,1647,Economy
8482,822,1823,Economy
8483,1110,1560,Economy
8484,523,1640,Economy
8485,909,1348,Economy
8486,1560,627,Economy
8487,102,1710,Economy
8488,1683,795,Business
8489,1816,1764,Economy
8490,1548,683,Economy
8491,509,1777,Business
8492,18,628,Economy
8493,1571,483,Economy
8494,537,1159,Economy
8495,1607,281,Economy
8496,650,1740,Business
8497,363,1055,First
8498,222,1868,Economy
8499,453,516,Economy
8500,456,1106,Economy
8501,842,1688,Economy
8502,146,730,Economy
8503,201,1604,Economy
8504,1177,957,Economy
8505,30,1295,Economy
8506,229,1874,Economy
8507,1694,1913,Business
8508,226,1295,Economy
8509,1213,1894,Economy
8510,352,1168,Economy
8511,842,834,Business
8512,1623,1848,Economy
8513,690,540,Economy
8514,1833,1453,Economy
8515,465,477,Business
8516,1714,1037,First
8517,1188,1337,First
8518,71,83,Economy
8519,1541,62,Economy
8520,997,1500,First
8521,1697,1995,Economy
8522,443,1677,Business
8523,726,469,Business
8524,1518,764,Economy
8525,1515,1495,Business
8526,49,504,Economy
8527,657,243,Economy
8528,82,943,Economy
8529,1513,59,Economy
8530,1758,565,Business
8531,1102,1146,Economy
8532,818,1574,Economy
8533,92,1329,First
8534,491,681,Economy
8535,1018,12,Economy
8536,1065,539,Economy
8537,58,1177,First
8538,306,1992,Economy
8539,452,1918,Economy
8540,155,1548,Economy
8541,1977,1073,Economy
8542,1035,168,Economy
8543,1247,1631,Economy
8544,314,288,Economy
8545,198,1277,Economy
8546,173,991,First
8547,723,1247,Economy
8548,178,408,Economy
8549,276,750,Business
8550,642,273,Economy
8551,1884,1856,Economy
8552,1872,414,Economy
8553,1129,35,Economy
8554,1899,775,Business
8555,840,299,Economy
8556,744,1312,Economy
8557,257,1605,Economy
8558,1645,1656,Business
8559,439,728,First
8560,146,283,Economy
8561,266,1047,Economy
8562,1959,1416,Economy
8563,1797,369,Economy
8564,1500,1747,Economy
8565,902,1648,Economy
8566,1835,78,Economy
8567,1657,1529,Economy
8568,1362,1270,Economy
8569,681,723,Economy
8570,1703,1592,Economy
8571,113,368,Economy
8572,1998,1175,Economy
8573,335,533,Economy
8574,222,1936,Business
8575,1038,246,Economy
8576,1356,193,Economy
8577,964,1038,Economy
8578,1950,767,Economy
8579,71,1345,Business
8580,1841,1651,Economy
8581,1765,1934,Economy
8582,1633,1158,Economy
8583,1801,517,Economy
8584,1198,1504,Business
8585,507,1264,Economy
8586,990,1100,Economy
8587,983,1555,Business
8588,745,603,Economy
8589,1723,712,Economy
8590,1966,1940,Economy
8591,1218,646,Economy
8592,1737,293,Economy
8593,869,1982,Economy
8594,334,1568,Economy
8595,1773,1073,Economy
8596,532,33,Economy
8597,266,1570,Business
8598,1385,784,Business
8599,151,336,Economy
8600,1334,979,Economy
8601,221,156,Business
8602,521,1447,Economy
8603,1892,1604,Economy
8604,87,1096,Economy
8605,1116,55,Economy
8606,1598,908,Economy
8607,1703,542,First
8608,1223,1888,Economy
8609,290,1761,Economy
8610,1253,1461,Economy
8611,325,478,Economy
8612,1687,590,Economy
8613,873,1917,Economy
8614,1963,1086,Economy
8615,1886,378,Economy
8616,1502,377,Economy
8617,1264,771,Economy
8618,1478,887,Economy
8619,400,1143,Economy
8620,638,1697,Economy
8621,1122,704,First
8622,730,1960,Economy
8623,528,1633,Economy
8624,682,751,Economy
8625,41,1047,Economy
8626,1112,1204,Economy
8627,551,2,Economy
8628,863,669,Economy
8629,1869,442,Business
8630,486,1912,Economy
8631,1579,100,Economy
8632,1287,1103,Business
8633,473,1344,Economy
8634,1224,1651,Economy
8635,1757,1518,Economy
8636,843,783,Business
8637,1524,1806,Economy
8638,432,722,Economy
8639,1361,1847,Economy
8640,1959,258,Economy
8641,485,1788,Economy
8642,540,1900,Economy
8643,1755,1256,Business
8644,1996,1732,First
8645,568,841,Economy
8646,413,527,Economy
8647,1440,768,Economy
8648,1645,1548,Economy
8649,973,45,Economy
8650,843,1771,Economy
8651,1895,376,Economy
8652,942,1213,Economy
8653,1930,1384,Economy
8654,851,1420,Economy
8655,830,1916,Economy
8656,1428,1068,Economy
8657,1255,724,Economy
8658,930,443,Business
8659,1707,107,Economy
8660,1128,1183,Economy
8661,1112,600,Economy
8662,692,1444,Economy
8663,714,255,Business
8664,1003,212,Business
8665,1132,1965,Economy
8666,1183,488,Economy
8667,1528,1924,Economy
8668,1450,485,Business
8669,988,1759,Economy
8670,892,1010,Economy
8671,1915,27,Economy
8672,1669,1744,Economy
8673,1863,204,Economy
8674,1388,678,Economy
8675,369,407,Business
8676,1952,1219,Economy
8677,464,1948,Economy
8678,1032,1138,Economy
8679,404,369,Economy
8680,1903,126,Economy
8681,662,342,Economy
8682,605,1421,Economy
8683,1805,1116,Economy
8684,1838,1778,Economy
8685,1357,333,Business
8686,1770,341,Economy
8687,924,199,Business
8688,766,1308,First
8689,1551,413,Economy
8690,1729,1458,First
8691,1818,374,Business
8692,976,94,Economy
8693,1896,688,Economy
8694,1379,1904,Economy
8695,753,1561,First
8696,172,924,Economy
8697,16,306,Economy
8698,1417,81,Business
8699,1168,461,Economy
8700,1954,557,Economy
8701,1942,725,First
8702,884,135,Economy
8703,1107,238,Business
8704,914,495,Business
8705,1690,1957,Economy
8706,1092,1929,Economy
8707,56,611,Economy
8708,1157,1405,First
8709,499,1527,Economy
8710,1655,239,Economy
8711,1779,1397,First
8712,487,1439,Economy
8713,827,1192,Economy
8714,1955,274,Economy
8715,239,721,Economy
8716,111,1263,Economy
8717,814,1310,Economy
8718,1062,384,Economy
8719,281,1331,First
8720,406,1899,Business
8721,1362,976,Economy
8722,1442,1738,Economy
8723,1915,277,Economy
8724,1261,913,Economy
8725,1497,1991,Economy
8726,1733,1151,Economy
8727,1302,145,Economy
8728,285,1196,Business
8729,1542,1388,Economy
8730,146,1930,Economy
8731,402,1664,Business
8732,539,1535,Economy
8733,920,1834,Economy
8734,440,1785,Economy
8735,1979,441,Economy
8736,4,1956,Economy
8737,563,861,Economy
8738,730,540,Economy
8739,1381,526,Economy
8740,1587,1585,Economy
8741,1330,1939,Economy
8742,339,1853,First
8743,1085,875,Economy
8744,1501,1210,Economy
8745,767,170,Economy
8746,1892,861,Economy
8747,1705,697,First
8748,1151,1944,Economy
8749,1368,1988,Economy
8750,997,1954,Economy
8751,828,446,Economy
8752,1616,1158,Economy
8753,61,636,Economy
8754,1732,1610,First
8755,292,1241,Economy
8756,320,947,Business
8757,1816,630,Economy
8758,316,799,Economy
8759,612,1398,Economy
8760,274,904,Economy
8761,1831,789,Economy
8762,725,740,Economy
8763,1907,1917,Economy
8764,1020,587,Economy
8765,1797,1117,Economy
8766,1556,1997,Economy
8767,1082,1005,Economy
8768,1607,248,First
8769,883,1599,Economy
8770,962,606,Economy
8771,1133,1353,Economy
8772,1992,990,First
8773,1541,1639,First
8774,1377,844,Economy
8775,1671,1960,Economy
8776,1093,171,Economy
8777,692,669,Economy
8778,521,956,Business
8779,979,1259,Business
8780,1975,1763,Business
8781,1729,1955,Economy
8782,134,1263,Economy
8783,232,1305,Economy
8784,650,1354,Economy
8785,1145,1799,Economy
8786,1564,208,Economy
8787,955,1393,Economy
8788,336,617,Economy
8789,1788,857,Economy
8790,940,1188,Economy
8791,863,945,Economy
8792,1598,1958,Economy
8793,1874,1053,Economy
8794,408,1747,Economy
8795,449,10,Economy
8796,1046,224,First
8797,699,1435,Economy
8798,834,1082,Economy
8799,1907,1930,Economy
8800,1446,987,Economy
8801,1290,134,Economy
8802,597,179,Economy
8803,1807,1215,Business
8804,355,372,Economy
8805,1560,114,Economy
8806,1600,1300,Economy
8807,1510,470,Economy
8808,60,1063,Economy
8809,1304,429,Economy
8810,1315,1791,Economy
8811,938,1123,Economy
8812,593,1009,Economy
8813,347,238,Economy
8814,918,1005,First
8815,1651,1524,Economy
8816,818,1758,Economy
8817,810,897,Economy
8818,291,1127,Economy
8819,1270,612,Economy
8820,399,1738,Economy
8821,1154,812,Economy
8822,881,358,Economy
8823,1295,236,Economy
8824,1482,875,Economy
8825,1022,1944,Economy
8826,1828,1673,Business
8827,1004,1702,Economy
8828,322,1635,First
8829,1930,822,Economy
8830,1717,491,Economy
8831,189,136,Economy
8832,1925,169,Economy
8833,1502,1931,Economy
8834,1624,111,Economy
8835,1899,1235,Business
8836,914,966,Economy
8837,471,174,Economy
8838,1881,1703,Economy
8839,778,1366,Economy
8840,671,813,Economy
8841,1173,1440,Economy
8842,999,1671,First
8843,1162,1262,Economy
8844,14,1218,Economy
8845,1933,907,Economy
8846,1817,821,Economy
8847,1425,981,Economy
8848,1473,1167,First
8849,304,327,Economy
8850,813,173,Economy
8851,879,7,Economy
8852,799,1687,Business
8853,408,662,Economy
8854,1568,808,Economy
8855,50,1981,Economy
8856,560,1063,Economy
8857,224,1788,Economy
8858,623,1957,Business
8859,1250,1820,Economy
8860,978,1447,Economy
8861,1495,1647,Economy
8862,197,141,Business
8863,1022,559,Economy
8864,288,1669,Economy
8865,689,63,Economy
8866,486,443,First
8867,354,272,Economy
8868,370,341,Economy
8869,607,1799,Economy
8870,1175,714,Economy
8871,1413,1248,Economy
8872,1065,569,Economy
8873,465,1735,Economy
8874,662,1715,Economy
8875,678,1529,Economy
8876,1674,1963,Economy
8877,1639,91,Economy
8878,725,1061,Business
8879,1416,1697,Economy
8880,99,650,Economy
8881,1795,1311,Economy
8882,250,1692,Economy
8883,1722,1123,Economy
8884,556,1702,Economy
8885,1814,1416,Economy
8886,867,1202,Economy
8887,681,1501,Business
8888,1602,1672,Economy
8889,1979,1079,Economy
8890,34,857,Economy
8891,1326,468,Economy
8892,765,1341,First
8893,228,873,Economy
8894,1950,1546,Business
8895,1641,85,Economy
8896,1677,1988,Business
8897,265,255,Economy
8898,75,1781,Economy
8899,1009,259,Economy
8900,1915,526,Economy
8901,1544,1387,Economy
8902,1786,1889,Economy
8903,1408,1763,Business
8904,792,168,First
8905,1115,1878,Economy
8906,370,1799,Economy
8907,1137,1009,Economy
8908,350,1559,Economy
8909,1604,519,Economy
8910,653,1553,Business
8911,510,744,Economy
8912,752,1412,First
8913,668,786,Economy
8914,642,1501,Economy
8915,1908,1865,First
8916,1630,1528,Economy
8917,1131,1861,Economy
8918,1927,1619,Economy
8919,1839,504,Business
8920,1059,1912,Economy
8921,1353,619,Economy
8922,1391,1986,Economy
8923,754,1311,Economy
8924,1188,30,Economy
8925,357,1627,Economy
8926,192,1059,Economy
8927,1368,891,Economy
8928,1186,1487,Economy
8929,788,1685,Economy
8930,1576,528,Business
8931,543,249,Economy
8932,497,989,Economy
8933,344,1544,Economy
8934,352,491,Economy
8935,311,306,Economy
8936,1334,1142,Economy
8937,672,411,Economy
8938,1690,1549,Business
8939,1826,1778,Business
8940,1801,1614,Economy
8941,72,1174,Business
8942,632,521,Economy
8943,1473,358,Economy
8944,746,1839,Economy
8945,407,825,Economy
8946,1633,856,Economy
8947,563,1450,Economy
8948,156,1200,Economy
8949,1287,264,Economy
8950,678,225,Economy
8951,1431,903,Economy
8952,929,85,Economy
8953,1020,1375,Economy
8954,1209,1570,Economy
8955,1054,732,Economy
8956,92,1149,Economy
8957,1529,1142,Economy
8958,264,705,Economy
8959,675,1902,Economy
8960,1757,1145,Economy
8961,1256,770,Economy
8962,1562,1361,First
8963,1395,341,Economy
8964,936,1329,Economy
8965,1912,1005,Economy
8966,615,700,Economy
8967,57,535,Business
8968,378,539,Economy
8969,1330,1236,Economy
8970,1091,402,Economy
8971,651,554,Economy
8972,181,352,Economy
8973,836,1367,Economy
8974,227,76,First
8975,567,1782,Economy
8976,540,1057,Business
8977,578,1888,Economy
8978,1370,790,Economy
8979,1950,541,Economy
8980,1831,507,Economy
8981,1177,1151,First
8982,405,949,Business
8983,720,278,Economy
8984,603,1651,Economy
8985,38,1510,Economy
8986,985,257,Economy
8987,1433,1220,Business
8988,1241,1397,Economy
8989,1233,80,First
8990,27,1033,Economy
8991,1016,721,Business
8992,481,1722,Economy
8993,353,1209,Economy
8994,216,1907,Economy
8995,1273,457,Economy
8996,1969,207,Economy
8997,1617,552,Economy
8998,1007,1791,Economy
8999,1136,1160,Economy
9000,645,170,Economy
9001,795,840,Economy
9002,1766,1277,Economy
9003,312,758,First
9004,361,496,Economy
9005,1788,831,Economy
9006,918,550,Economy
9007,1029,893,Business
9008,1963,806,First
9009,831,52,Economy
9010,523,130,Economy
9011,1107,1449,Economy
9012,1350,468,Economy
9013,1280,1228,Economy
9014,630,2000,Economy
9015,1052,989,Economy
9016,1681,1079,Economy
9017,1772,160,Business
9018,1774,857,Economy
9019,10,1528,Economy
9020,354,260,First
9021,912,1562,Economy
9022,1134,166,Economy
9023,1207,830,Economy
9024,887,1105,Economy
9025,1112,1063,Economy
9026,1902,1947,Business
9027,535,1951,Economy
9028,273,1314,Economy
9029,1175,575,Economy
9030,506,1765,Economy
9031,1486,473,Economy
9032,1117,1385,Economy
9033,793,1298,Economy
9034,513,818,Economy
